# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,0.0,0,1.0,0,0.0,0.0,0.0
 0.17712596908832529,1.0156868044627392,3.0,0.0,0.17712596908832526,0.9999999999999999,0,0.0,0.0,0.0
 0.24981698596709404,1.0312042632388416,3.0,0.0,0.249816985967094,1.0,0,0.0,0.0,0.0
 0.30513497994510125,1.0465536779930487,3.0,0.0,0.3051349799451012,0.9999999999999994,0,0.0,0.0,0.0
 0.35138682499519736,1.0617363503901027,3.0,0.0,0.3513868249951973,1.0,0,0.0,0.0,0.0
 0.39179990325354835,1.076753582094745,3.0,0.0,0.3917999032535483,1.0,0,0.0,0.0,0.0
 0.4280342854765677,1.091606674771718,3.0,0.0,0.42803428547656763,1.0,0,0.0,0.0,0.0
 0.4610790172752671,1.106296930085763,3.0,0.0,0.46107901727526707,1.0,0,0.0,0.0,0.0
 0.49158040990589263,1.1208256497016227,3.0,0.0,0.4915804099058926,1.0,0,0.0,0.0,0.0
 0.519988721577764,1.1351941352840387,3.0,0.0,0.519988721577764,1.000000000000002,0,0.0,0.0,0.0
 0.5466327624607811,1.1494036884977523,3.0,0.0,0.546632762460781,0.9999999999999958,0,0.0,0.0,0.0
 0.5717615079865142,1.1634556110075063,3.0,0.0,0.5717615079865139,0.9999999999999956,0,0.0,0.0,0.0
 0.5955689791754469,1.1773512044780419,3.0,0.0,0.5955689791754467,1.0,0,0.0,0.0,0.0
 0.6182099490854249,1.1910917705741018,3.0,0.0,0.6182099490854247,1.0,0,0.0,0.0,0.0
 0.6398103015119824,1.2046786109604268,3.0,0.0,0.6398103015119821,1.0,0,0.0,0.0,0.0
 0.6604741134999302,1.2181130273017593,3.0,0.0,0.66047411349993,1.0,0,0.0,0.0,0.0
 0.6802886464771284,1.2313963212628416,3.0,0.0,0.6802886464771282,1.0,0,0.0,0.0,0.0
 0.6993279552662186,1.244529794508415,3.0,0.0,0.6993279552662184,1.0,0,0.0,0.0,0.0
 0.7176555562429959,1.2575147487032219,3.0,0.0,0.7176555562429957,1.0,0,0.0,0.0,0.0
 0.735326438409505,1.2703524855120036,3.0,0.0,0.7353264384095046,0.9999999999999937,0,0.0,0.0,0.0
 0.752388605176212,1.2830443065995027,3.0,0.0,0.7523886051762115,0.9999999999999934,0,0.0,0.0,0.0
 0.768884274296803,1.2955915136304605,3.0,0.0,0.7688842742968026,1.0000000000000067,0,0.0,0.0,0.0
 0.7848508243859076,1.3079954082696192,3.0,0.0,0.7848508243859073,1.0,0,0.0,0.0,0.0
 0.800321550605406,1.3202572921817206,3.0,0.0,0.8003215506054058,1.000000000000007,0,0.0,0.0,0.0
 0.8153262746060702,1.3323784670315064,3.0,0.0,0.81532627460607,1.0,0,0.0,0.0,0.0
 0.8298918417284498,1.344360234483719,3.0,0.0,0.8298918417284495,1.0,0,0.0,0.0,0.0
 0.8440425299747636,1.3562038962030998,3.0,0.0,0.8440425299747634,1.0,0,0.0,0.0,0.0
 0.8578003891983157,1.3679107538543909,3.0,0.0,0.8578003891983155,1.0,0,0.0,0.0,0.0
 0.871185524561025,1.3794821091023342,3.0,0.0,0.8711855245610248,1.0,0,0.0,0.0,0.0
 0.8842163350805864,1.3909192636116718,3.0,0.0,0.8842163350805862,1.0,0,0.0,0.0,0.0
 0.8969097156873094,1.402223519047145,3.0,0.0,0.8969097156873093,1.0000000000000087,0,0.0,0.0,0.0
 0.9092812294042985,1.4133961770734962,3.0,0.0,0.9092812294042983,1.0,0,0.0,0.0,0.0
 0.9213452548914194,1.4244385393554673,3.0,0.0,0.9213452548914193,1.0,0,0.0,0.0,0.0
 0.9331151135393745,1.4353519075577998,3.0,0.0,0.9331151135393744,1.0,0,0.0,0.0,0.0
 0.9446031794835712,1.446137583345236,3.0,0.0,0.9446031794835711,1.0,0,0.0,0.0,0.0
 0.9558209752694462,1.4567968683825177,3.0,0.0,0.9558209752694461,1.0,0,0.0,0.0,0.0
 0.9667792553984458,1.4673310643343866,3.0,0.0,0.9667792553984457,1.0,0,0.0,0.0,0.0
 0.9774880795852036,1.4777414728655847,3.0,0.0,0.9774880795852035,1.0,0,0.0,0.0,0.0
 0.9879568772379229,1.4880293956408541,3.0,0.0,0.9879568772379227,0.9999999999999893,0,0.0,0.0,0.0
 0.9981945044177877,1.4981961343249364,3.0,0.0,0.9981945044177875,1.0,0,0.0,0.0,0.0
 1.0082504386478388,1.5082429905825738,3.0,0.0,1.0,0.17954528549093002,0,0.0,0.0,0.0
 1.0181787141437726,1.5181712660785076,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0279897105427453,1.5279822624774804,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0376847295094986,1.5376772814442337,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0472650727087747,1.5472576246435097,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0567320418053148,1.5567245937400498,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0660869384638614,1.5660794903985964,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.075331064349156,1.575323616283891,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
 1.0844657211259405,1.5844582730606755,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0
